id,name,gender,job,birthdate,idCard,address,salary,release_time,department_id
399,name_test399,女,实施工程师,1950-6-12,idcard399,add399,10399,,4
400,name_test400,女,销售经理,1950-6-13,idcard400,add400,10400,,1
401,name_test401,男,hr,1950-6-14,idcard401,add401,10401,,2
402,name_test402,男,开发工程师,1950-6-15,idcard402,add402,10402,,3
403,name_test403,女,实施工程师,1950-6-16,idcard403,add403,10403,,4
404,name_test404,女,销售经理,1950-6-17,idcard404,add404,10404,,1
405,name_test405,男,hr,1950-6-18,idcard405,add405,10405,,2
406,name_test406,男,开发工程师,1950-6-19,idcard406,add406,10406,,3
407,name_test407,女,实施工程师,1950-6-20,idcard407,add407,10407,,4
408,name_test408,女,销售经理,1950-6-21,idcard408,add408,10408,,1
409,name_test409,男,hr,1950-6-22,idcard409,add409,10409,,2
410,name_test410,男,开发工程师,1950-6-23,idcard410,add410,10410,,3
411,name_test411,女,实施工程师,1950-6-24,idcard411,add411,10411,,4
412,name_test412,女,销售经理,1950-6-25,idcard412,add412,10412,,1
413,name_test413,男,hr,1950-6-26,idcard413,add413,10413,,2
414,name_test414,男,开发工程师,1950-6-27,idcard414,add414,10414,,3
415,name_test415,女,实施工程师,1950-6-28,idcard415,add415,10415,,4
416,name_test416,女,销售经理,1950-6-29,idcard416,add416,10416,,1
417,name_test417,男,hr,1950-6-30,idcard417,add417,10417,,2
418,name_test418,男,开发工程师,1950-7-1,idcard418,add418,10418,,3
419,name_test419,女,实施工程师,1950-7-2,idcard419,add419,10419,,4
420,name_test420,女,销售经理,1950-7-3,idcard420,add420,10420,,1
421,name_test421,男,hr,1950-7-4,idcard421,add421,10421,,2
422,name_test422,男,开发工程师,1950-7-5,idcard422,add422,10422,,3
423,name_test423,女,实施工程师,1950-7-6,idcard423,add423,10423,,2
424,name_test424,女,销售经理,1950-7-7,idcard424,add424,10424,,3
425,name_test425,男,hr,1950-7-8,idcard425,add425,10425,,4
426,name_test426,男,开发工程师,1950-7-9,idcard426,add426,10426,,1
427,name_test427,女,实施工程师,1950-7-10,idcard427,add427,10427,,2
428,name_test428,女,销售经理,1950-7-11,idcard428,add428,10428,,3
429,name_test429,男,hr,1950-7-12,idcard429,add429,10429,,4
430,name_test430,男,实施工程师,1950-7-13,idcard430,add430,10430,,1
431,name_test431,女,销售经理,1950-7-14,idcard431,add431,10431,,2
432,name_test432,女,hr,1950-7-15,idcard432,add432,10432,,3
433,name_test433,男,开发工程师,1950-7-16,idcard433,add433,10433,,4
434,name_test434,男,实施工程师,1950-7-17,idcard434,add434,10434,,1
435,name_test435,女,销售经理,1950-7-18,idcard435,add435,10435,,2
436,name_test436,女,hr,1950-7-19,idcard436,add436,10436,,3
437,name_test437,男,开发工程师,1950-7-20,idcard437,add437,10437,,4
438,name_test438,男,实施工程师,1950-7-21,idcard438,add438,10438,,1
439,name_test439,女,销售经理,1950-7-22,idcard439,add439,10439,,2
440,name_test440,女,hr,1950-7-23,idcard440,add440,10440,,3
441,name_test441,男,开发工程师,1950-7-24,idcard441,add441,10441,,4
442,name_test442,男,实施工程师,1950-7-25,idcard442,add442,10442,,1
443,name_test443,女,销售经理,1950-7-26,idcard443,add443,10443,,2
444,name_test444,女,hr,1950-7-27,idcard444,add444,10444,,3
445,name_test445,男,开发工程师,1950-7-28,idcard445,add445,10445,,4
446,name_test446,男,实施工程师,1950-7-29,idcard446,add446,10446,,1
447,name_test447,女,销售经理,1950-7-30,idcard447,add447,10447,,2
448,name_test448,女,hr,1950-7-31,idcard448,add448,10448,,3
449,name_test449,男,开发工程师,1950-8-1,idcard449,add449,10449,,4
450,name_test450,男,实施工程师,1950-8-2,idcard450,add450,10450,,1
451,name_test451,女,销售经理,1950-8-3,idcard451,add451,10451,,2
452,name_test452,女,hr,1950-8-4,idcard452,add452,10452,,3
453,name_test453,男,开发工程师,1950-8-5,idcard453,add453,10453,,4
454,name_test454,男,实施工程师,1950-8-6,idcard454,add454,10454,,1
455,name_test455,女,销售经理,1950-8-7,idcard455,add455,10455,,2
456,name_test456,女,hr,1950-8-8,idcard456,add456,10456,,3
457,name_test457,男,开发工程师,1950-8-9,idcard457,add457,10457,,4
458,name_test458,男,实施工程师,1950-8-10,idcard458,add458,10458,,1
459,name_test459,女,销售经理,1950-8-11,idcard459,add459,10459,,2
460,name_test460,女,hr,1950-8-12,idcard460,add460,10460,,3
461,name_test461,男,开发工程师,1950-8-13,idcard461,add461,10461,,4
462,name_test462,男,实施工程师,1950-8-14,idcard462,add462,10462,,1
463,name_test463,女,销售经理,1950-8-15,idcard463,add463,10463,,2
464,name_test464,女,hr,1950-8-16,idcard464,add464,10464,,3
465,name_test465,男,开发工程师,1950-8-17,idcard465,add465,10465,,4
466,name_test466,男,实施工程师,1950-8-18,idcard466,add466,10466,,1
467,name_test467,女,销售经理,1950-8-19,idcard467,add467,10467,,2
468,name_test468,女,hr,1950-8-20,idcard468,add468,10468,,3
469,name_test469,男,开发工程师,1950-8-21,idcard469,add469,10469,,4
470,name_test470,男,实施工程师,1950-8-22,idcard470,add470,10470,,1
471,name_test471,女,销售经理,1950-8-23,idcard471,add471,10471,,2
472,name_test472,女,hr,1950-8-24,idcard472,add472,10472,,3
473,name_test473,女,开发工程师,1950-8-25,idcard473,add473,10473,,4
474,name_test474,男,实施工程师,1950-8-26,idcard474,add474,10474,,1
475,name_test475,男,销售经理,1950-8-27,idcard475,add475,10475,,2
476,name_test476,女,hr,1950-8-28,idcard476,add476,10476,,3
477,name_test477,女,开发工程师,1950-8-29,idcard477,add477,10477,,4
478,name_test478,男,实施工程师,1950-8-30,idcard478,add478,10478,,1
479,name_test479,男,销售经理,1950-8-31,idcard479,add479,10479,,2
480,name_test480,女,hr,1950-9-1,idcard480,add480,10480,,3
481,name_test481,女,开发工程师,1950-9-2,idcard481,add481,10481,,4
482,name_test482,男,实施工程师,1950-9-3,idcard482,add482,10482,,1
483,name_test483,男,销售经理,1950-9-4,idcard483,add483,10483,,2
484,name_test484,女,hr,1950-9-5,idcard484,add484,10484,,3
485,name_test485,女,开发工程师,1950-9-6,idcard485,add485,10485,,4
486,name_test486,男,实施工程师,1950-9-7,idcard486,add486,10486,,1
487,name_test487,男,销售经理,1950-9-8,idcard487,add487,10487,,2
488,name_test488,女,hr,1950-9-9,idcard488,add488,10488,,3
489,name_test489,女,开发工程师,1950-9-10,idcard489,add489,10489,,4
490,name_test490,男,实施工程师,1950-9-11,idcard490,add490,10490,,1
491,name_test491,男,销售经理,1950-9-12,idcard491,add491,10491,,2
492,name_test492,女,hr,1950-9-13,idcard492,add492,10492,,3
493,name_test493,女,开发工程师,1950-9-14,idcard493,add493,10493,,2
494,name_test494,男,实施工程师,1950-9-15,idcard494,add494,10494,,3
495,name_test495,男,销售经理,1950-9-16,idcard495,add495,10495,,4
496,name_test496,女,hr,2001-9-17,idcard496,add496,10496,,1
497,name_test497,女,开发工程师,2001-9-18,idcard497,add497,10497,,2
498,name_test498,男,实施工程师,2001-9-19,idcard498,add498,10498,,3
499,name_test499,男,销售经理,2001-9-20,idcard499,add499,10499,,4
500,name_test500,女,hr,2001-9-21,idcard500,add500,10500,,1
501,name_test501,女,开发工程师,2001-9-22,idcard501,add501,10501,,2
502,name_test502,男,实施工程师,2001-9-23,idcard502,add502,10502,,3
503,name_test503,男,销售经理,2001-9-24,idcard503,add503,10503,,4
504,name_test504,女,hr,2001-9-25,idcard504,add504,10504,,1
505,name_test505,女,开发工程师,2001-9-26,idcard505,add505,10505,,2
506,name_test506,男,实施工程师,2001-9-27,idcard506,add506,10506,,3
507,name_test507,男,销售经理,2001-9-28,idcard507,add507,10507,,4
508,name_test508,女,hr,2001-9-29,idcard508,add508,10508,,1
509,name_test509,女,开发工程师,2001-9-30,idcard509,add509,10509,,2
510,name_test510,男,实施工程师,2001-10-1,idcard510,add510,10510,,3
511,name_test511,男,销售经理,2001-10-2,idcard511,add511,10511,,4
512,name_test512,女,hr,2001-10-3,idcard512,add512,10512,,1
513,name_test513,女,开发工程师,2001-10-4,idcard513,add513,10513,,2
514,name_test514,男,实施工程师,2001-10-5,idcard514,add514,10514,,3
515,name_test515,男,销售经理,2001-10-6,idcard515,add515,10515,,4
516,name_test516,女,hr,2001-10-7,idcard516,add516,10516,,1
517,name_test517,女,开发工程师,2001-10-8,idcard517,add517,10517,,2
518,name_test518,男,实施工程师,2001-10-9,idcard518,add518,10518,,3
519,name_test519,男,销售经理,2001-10-10,idcard519,add519,10519,,4
520,name_test520,女,hr,2001-10-11,idcard520,add520,10520,,1
521,name_test521,女,开发工程师,2001-10-12,idcard521,add521,10521,,2
522,name_test522,男,实施工程师,2001-10-13,idcard522,add522,10522,,3
523,name_test523,男,销售经理,2001-10-14,idcard523,add523,10523,,4
524,name_test524,女,hr,2001-10-15,idcard524,add524,10524,,1
525,name_test525,女,开发工程师,2001-10-16,idcard525,add525,10525,,2
526,name_test526,男,实施工程师,2001-10-17,idcard526,add526,10526,,3
527,name_test527,男,销售经理,2001-10-18,idcard527,add527,10527,,4
528,name_test528,女,hr,2001-10-19,idcard528,add528,10528,,1
529,name_test529,女,开发工程师,1950-10-20,idcard529,add529,10529,,2
530,name_test530,男,实施工程师,1950-10-21,idcard530,add530,10530,,3
531,name_test531,男,销售经理,1950-10-22,idcard531,add531,10531,,4
532,name_test532,女,hr,1950-10-23,idcard532,add532,10532,,1
533,name_test533,女,开发工程师,1950-10-24,idcard533,add533,10533,,2
534,name_test534,男,实施工程师,1950-10-25,idcard534,add534,10534,,3
535,name_test535,男,销售经理,1950-10-26,idcard535,add535,10535,,4
536,name_test536,女,hr,1950-10-27,idcard536,add536,10536,,1
537,name_test537,女,实施工程师,1950-10-28,idcard537,add537,10537,,2
538,name_test538,男,销售经理,1950-10-29,idcard538,add538,10538,,3
539,name_test539,男,hr,1950-10-30,idcard539,add539,10539,,4
